created_at,full_text,sentiment
Tue Jun 03 01:20:45 +0000 2025,@HachijouJoestar Selamat pagi Kak. Perjalanan KRL bisa langsung menggunakan KMT (Kartu Multi Trip) kartu uang elektronik bank (E-Money Brizzi Tapcash Flazz) atau aplikasi Gojek pada menu Gotransit ya Kak. Informasi lebih lanjut Kakak dapat menghubungi twitter @Commuterline sebagai,neutral
Tue Jun 03 00:31:18 +0000 2025,@biem7 @discountfess Hangry asuu emang promonya di shopee ugal2an aplikasi lain juga terdampak,neutral
Mon Jun 02 15:28:40 +0000 2025,@tamagopuyuh @yungjukn aku nyari dimsum mentai bukan di gojek/grab tapi di search bar buat nyari aplikasi,neutral
Mon Jun 02 14:13:35 +0000 2025,@apakabarb @owl555lwo @discountfess Shopee gak kaya grab atau gojek. Emang gitu aplikasi aneh dia mah. Yg lama resto yg kena susp driver,neutral
Mon Jun 02 13:59:06 +0000 2025,@BaseBDG Jaman kerja di daerah Cibiru sana saya sampe punya tukang gojek langganan. Jd sering minta dianter dr kantor ke rumah di luar aplikasi tarifnya samain kayak di aplikasi. Sebenernya bisa pake ojek langganan dari opang tp ya males kelakuannya gitu.,positive
Mon Jun 02 13:49:21 +0000 2025,Hallo gyuss Aku salah satu pengguna gojek hemat yang pastinya memudahkan dalm kegiatan sehari-hari yukk kalian juga cobain promonya di aplikasi gojek @gojek_bandung #GSKBANDUNG https://t.co/dDObn60s4J,neutral
Mon Jun 02 13:42:39 +0000 2025,Cara ikutannya gampang banget‼️ 1. Buka aplikasi Gojek 2. Masuk ke bagian Promo 3. Masukkan kode GOFPS dulu setelah reedem kode GOFPS masukin kode promo PASTIADAJALAN Langsung validasi dan aktifin!,neutral
Mon Jun 02 12:56:30 +0000 2025,@greenheroes27 @dptrilia @karamel1446728 Gojek gak pernah telepon masalah paylater. Notif aplikasi iya ada dan itu ada berhari hari sebelumnya sebelum deadline (tanggal 1) kalau gak salah tanggal 15 bulan sebelumnya sudah ada notif bayar. Dan itu bisa hampir setiap hari ada notif nya kalau kamu belum bayar tagihan.,neutral
Mon Jun 02 12:14:56 +0000 2025,@gojek_bandung #GSKBANDUNGHiii Pengguna Aplikasi GOJEK ada kabar baik nih buat kalian. Saat ini GOJEK sedang mengadakan kompetisi #pastiadajalan https://t.co/CSZt7LPjIO,neutral
Mon Jun 02 11:33:16 +0000 2025,Hi Pengguna Aplikasi GOJEK ada kabar baik nih buat kalian. Saat ini GOJEK sedang mengadakan kompetisi #pastiadajalan Mau ikut berburu hadiah jutaan rupiah? Caranya gampang banget cukup transaksi gojek kumpulkan poin dan jadi salah satu pemenangnya! #GojekBandung #GSKBANDUNG https://t.co/x3w3ODZzrR,neutral
Mon Jun 02 10:57:49 +0000 2025,Gak ada yang susah kalau udah ada jalan apalagi #PASTIADAJALAN Tapi ingat ini promo terbatas. Jangan cuma scroll doang langsung eksekusi di aplikasi Gojek sekarang! #GojekPromo #CuanBersamaGojek,neutral
Mon Jun 02 10:57:48 +0000 2025,1. Buka Aplikasi Gojek dan pilih promo 2. ⁠Pilih Masukan kode promo 3. ⁠Masukan Kode GOFPS dan validasi kodenya kalau udh redeem kode GOFPS nya kamu bisa masukin promo PASTIADAJALAN,neutral
Mon Jun 02 10:55:20 +0000 2025,HI HI PENGGUNA APLIKASI GOJEK Ada kabar baik ni buat kalian GOJEK sedang adain kompetisi #pastiadajalan Ini bukan sekadar promo ini JALAN menuju kemenangan! https://t.co/8bzVcmbBDi,neutral
Mon Jun 02 10:36:05 +0000 2025,Setelah dua kode berhasil diredeem kamu resmi ikut promo dari Gojek. Tinggal tunggu hadiahnya bisa berupa saldo atau bahkan perangkat keren seperti iPad. Jangan tunggu lama-lama kuota promonya terbatas. Langsung coba sekarang juga di aplikasi Gojek,neutral
Mon Jun 02 10:36:04 +0000 2025,1. Buka Aplikasi Gojek dan pilih promo 2. ⁠Pilih Masukan kode promo 3. ⁠Masukan Kode GOFPS dan validasi kodenya kalau udh redeem kode GOFPS nya kamu bisa masukin promo PASTIADAJALAN,neutral
Mon Jun 02 10:11:43 +0000 2025,HI HI PENGGUNA APLIKASI GOJEK Ada kabar baik ni buat kalian GOJEK sedang adain kompetisi #pastiadajalan Ini bukan sekadar promo ini JALAN menuju kemenangan! https://t.co/iXCdXaImVq,neutral
Mon Jun 02 09:33:20 +0000 2025,Liat temen dapet iPhone dari Gojek kamu cuma dapet notif doang? Yuk masukin kode PASTIADAJALAN di aplikasi Gojek dan kumpulin poinnya! Hadiah jutaan nunggu kamu! #PastiAdaJalan Ayo daftarin dirimu di: https://t.co/qp7wtZdrVw https://t.co/yvS7mR9rLY,neutral
Mon Jun 02 08:31:26 +0000 2025,HAII GUYSSS SIAPA YG MAU HADIAH IPAD CUNGG!! ‍️‍️ aku ada info menarik nih kalian bisa dapetin hadiah bernilai JUTAAN RUPIAH dengan enroll kode PASTIADAJALAN di aplikasi Gojek dan share kode referal kalian sebanyak-banyaknya!! DAFTAR SEKARANG YUKK : https://t.co/VDNyvNwciX https://t.co/c1feprBU07,neutral
Mon Jun 02 07:15:29 +0000 2025,@gojekindonesia aneh banget ini aplikasi aku cuma mesen 1 kali gojek dah driver uda sampe ke titik tibatiba dapet telpon dari driver yang berbeda katanya uda sampe titik. Dengan book titik jemput dan tujuan yang sama kaya dipesanan pertama. Anehhh buat rugi gopay ku ajaaa,negative
Mon Jun 02 02:33:09 +0000 2025,Sudah hari ke 5 belum ada kejelasan pembelian kuota di aplikasi myim3 tang dibayarkan melalui gopay. CS gojek menyatakan transaksi sudah berhasil dan menyarankan ke merchant. @CareIM3 @indosat @SinhaVikram https://t.co/QtxByEURPa,negative
Sun Jun 01 17:06:36 +0000 2025,VOUCHER PROMO PAKAI GORIDE DISKON 90% !! [RESTOCK] GO47PVTNX7UF GORIDEAJA [WAJIB REDEEM SEBELUM KEHABISAN] Redeem di aplikasi gojek atau bisa langsung klik link https://t.co/YxSBhCXLnD https://t.co/jU9m7S1XVr,neutral
Sun Jun 01 17:04:19 +0000 2025,GORIDEAJA ON ‼️ DISKON GORIDE 90% 10RB input di aplikasi GOJEK https://t.co/xHW0mKxeTC,neutral
Sun Jun 01 14:55:49 +0000 2025,@madkidn ini situasi nya mirip sama sopir angkot atau ojek pangkalan yg takut sama aplikasi gojek/grab,neutral
Sun Jun 01 12:06:14 +0000 2025,Gojek x Sinology Teater Gunakan kode unik: *GODRAMAHC* Cara redeem: 1.Buka aplikasi Gojek 2.Masuk ke menu Promos 3.Masukkan kode: GODRAMAHC 4.Nikmati potongan spesialnya! #GojekxSinology #GODRAMAHC #gojek #vouchergojek #voucher https://t.co/Y8oF1izZtW,neutral
Sun Jun 01 11:52:20 +0000 2025,gojek bisa pesen 2 driver dlm satu aplikasi gk?,neutral
Sun Jun 01 09:25:48 +0000 2025,@brontosaaurus @dickyssanjaya @efenerr Bukan gitu kak emang aku ga mau nambah aplikasi yg aku install aja. Buat ewallet aku udah merasa cukup shopeepay sama ovo. Karena ekosistem gopay apps lain kayak gojek aku ga pake. Jd aku males install banyak2 apps,neutral
Sun Jun 01 08:44:58 +0000 2025,@linebankid hai kak saya pesan gocar di aplikasi gojek 2 kali dg pembayaran online debit linebank. Yg pertama dibatalkan dari pihak gojek karena sistem yang error. Tapi kenapa di linebank transaksi tetap terhitung 2 kali ya? Saldo saya pun juga terpotong 2 kali bgmn ya kak?,negative
Sun Jun 01 08:38:00 +0000 2025,@gojekindonesia halo kak saya pesan gocar di aplikasi 2 kali. Yg pertama dibatalkan dari pihak gojek karena sistem yang error. Tapi kenapa transaksi tetap terhitung 2 kali ya? Saldo saya pun juga terpotong 2 kali. Please sistemnya diperbaiki ini kejadian bkn yg pertama kalinya,negative
Sun Jun 01 03:36:00 +0000 2025,@crynptr02 Selamat pagi Kak. Metode pembayaran tersebut saat ini belum bisa digunakan sebagai tiket commuter line ya Kak alternatif bisa menggunakan aplikasi C-acces/Access by KAI/Gojek (Gotransit) untuk pembelian tiket via scan QR code ya tks.,neutral
Sun Jun 01 01:45:05 +0000 2025,Gojek x Sinology Teater Gunakan kode unik: *GODRAMAHC* Cara redeem: 1.Buka aplikasi Gojek 2.Masuk ke menu Promos 3.Masukkan kode: GODRAMAHC 4.Nikmati potongan spesialnya! #GojekxSinology #GODRAMAHC https://t.co/HbAH09sOZm,neutral
Sun Jun 01 01:42:23 +0000 2025,-11fess Cara redeem: 1.Buka aplikasi Gojek 2.Masuk ke menu Promos 3.Masukkan kode: GODRAMAHC 4.Nikmati potongan spesialnya!,neutral
Sat May 31 23:50:14 +0000 2025,ogut rasa2 PROVIDER OL spt GOJEK GRAB dkk mengarah ke #LintahDaratOnline. mrk bebankn user dg JASA PELAYANAN juga mrk seenak k*****nya bebankn JASA APLIKASI kpd kustomer. Padahal itu adalah core tool milik mrk. No APPS NO BUSINESS! .. zu fortsetzen ..,negative
Sat May 31 15:14:53 +0000 2025,emg ratingnya jelek sih 4.4 mana bawa2 aplikasi ojol lain dia blg yang lain jg sering aja minta naikkan DIH DIKIRA AKU BARU PERTAMA KAH PAKE GRAB GOJEK MAXIM GITU emg sifatmu aja yg jelek Arman!,negative
Sat May 31 15:04:03 +0000 2025,@unsoedmfs Bantu jawab ya nder di aplikasi gojek/grab untuk uang parkir sudah di tambahkan otomatis saat order gacoan kalo sopi belum ada uang parkir dari aplikasinya,positive
Sat May 31 13:41:58 +0000 2025,baru kali ini ditolak driver gojek gara-gara dia ngambek sama aplikasi gojeknya. gue pesen gosend sore ini order langsung dapet. gue tungguin hampir 15 menit ga sampe-sampe. gue chat abangnya lama dibales. dibalesnya pake vn intinya dia ngambek sama gojek krn dapet 2 orderan,negative
Sat May 31 13:03:18 +0000 2025,bener bener harus kuat kalau vote sebong. karena iklan yg di dapet itu kalau gak gojek grab fizzo ya pinjol.. mana kadang suka otomatis kebuka aplikasi nya,neutral
Sat May 31 12:56:41 +0000 2025,gara-gara hujan tp pengen makan akhirnya gofood aja pake promo buat gofood. jadi ngga boros juga krn dapet diskon dari GOTEDXPU sama pake PASTIADAJALAN di aplikasi Gojek. and finally bisa lanjut nugas yg numpuk itu... https://t.co/nS2m1u2Zje,neutral
Sat May 31 11:00:02 +0000 2025,Kalau orang tua kamu udah berangkat Ibadah Haji tetep bisa kok dibeliin paket TRI Ibadah. Di aplikasi Gojek paket roaming #TriLebihHematSinyalCepat ini lagi promo hemat sampai 50 ribu! Klik https://t.co/PwEkiml1Zy atau buka aplikasi Gojek-mu sekarang! #IniWaktunyaKita https://t.co/GW88wazmNf,neutral
Sat May 31 10:37:24 +0000 2025,@gopayindonesia @gojekindonesia tolong dong ini begimana ceritanya di aplikasi gopay saldo ada masuk tapi di aplikasi gojek saldonye kagak masuk kagak ada??? Mau makan enii laper https://t.co/dcWCcvXCOj,negative
Sat May 31 08:30:37 +0000 2025,yang mau cobain bisa langsung ke outlet Hangry atau order lewat aplikasi online gojek disini ⤵️ https://t.co/EE7GvGpQsE,neutral
Sat May 31 04:09:19 +0000 2025,@ajudanmikey Selamat siang Kak. Guna kami lakukan pengecekan dan teruskan ke unit terkait mohon beritahu waktu (tanggal &amp; jam) kejadian dan nomor telepon akun aplikasi Gojek tersebut. Tks.,neutral
Sat May 31 03:46:43 +0000 2025,PEREMPUAN HEBAT ITU BERNAMA Lutfy Azizah (Cerita dibalik Aplikasi Zendo gojek ala Muhammadiyah) Oleh: Dahlan Iskan Jumat 30-05-2025 (Lutfy Azizah foto bersama Keluarga Zendo Tulungagung) Muhammadiyah punya Zendo. Sudah beroperasi di 27 kota/kabupaten. Tanggal 1 Juni besok https://t.co/8LcJDx70jl,neutral
Sat May 31 00:42:49 +0000 2025,lagi buru-buru pas mau pulkam? tenang #PASTIADAJALAN bareng GoRide bisa dapet diskon s.d. 30ribu pake kode promo GOSTASIUN di aplikasi Gojek jangan lupa juga pake kode referal GOECOFAIR promonya lumayan banget buat anak kost kayak aku #GSKSOLO2025 @gojekindonesia https://t.co/5mlsLlqW5h,neutral
Fri May 30 16:02:59 +0000 2025,akhirnya coba pesen lagi berharap dapet driver yang beda tapi ternyata driver itu lagi. tanpa babibu langsung aku batalin dan download aplikasi gojek,positive
Fri May 30 13:50:27 +0000 2025,@polisiidol2nd gopub diresmikan pada tanggal 1 April 2015 sebagai layanan pesan antar makanan dan marketplace makanan berbasis aplikasi yang diintegrasikan dengan aplikasi Gojek.,neutral
Fri May 30 13:35:12 +0000 2025,mw makan tapi mager banget. untungnya #PASTIADAJALAN untuk gofood. jadi ngga boros juga krn dapet diskon pake kode promo PASTIADAJALAN lalu pake kode GOECOFAIR di aplikasi Gojek. Perut dan kantong aman deh. #GSKSOLO2025 @gojek_soloraya https://t.co/OID5Had7ve,neutral
Fri May 30 12:19:22 +0000 2025,@yuneatskids ternyata cuman di aplikasi gojek...,neutral
Fri May 30 11:00:00 +0000 2025,Mau vidcall atau telpon keluarga kapan aja selama Ibadah Haji pasti lancar kalau ditemenin paket TRI Ibadah. Karena #TriLebihHematSinyalCepat beneran bisa bikin ibadah kamu makin tenang karena bisa terus berkabar dengan keluarga di rumah. Beli paketnya melalui aplikasi Gojek https://t.co/G2wJ2jqpd7,neutral
Fri May 30 10:19:35 +0000 2025,Tolong dong gojek cantumkan harga yg pantas di aplikasi. Supaya ga ada driver yg beralasan lg kalau harga di aplikasi itu salah dan minta uang lebih. Karna jarak jauh jg bilang ga ada uang utk bensin. Asli mau bgt ngelaporin. Tp ga tega liat bacaan bakal sampai putus mitra,negative
Fri May 30 09:39:33 +0000 2025,@Magdharegaaa Agak repot dikit sih soalnya aku harus buka aplikasi gojek terus milih menunya yang apa. Kalo gak salah suka chocolate cookies smoothies / sunday chocolate ya(?) Terus harus nyantumin nomor WA-nya incess yang kayaknya udah ganti biar drivernya bisa hubungin kalo nyasar. Hehe,neutral
Fri May 30 06:38:05 +0000 2025,eh kok perasaan harga es krim mixue naik harga ya?? perasaan dulu sekitar 16rb sekarang jdi 22rb utk sundae nya apa cmn di aplikasi gojek ?,neutral
Fri May 30 03:04:09 +0000 2025,Kabar gembira buat yang punya aplikasi gojek nih!!! ada promo seru buat kalian caranya: 1. ketik kode HWJELISYAMLG 2. klaim kode PASTIADAJALAN dapetin promo seru yang DAR DER DOR #GOJEKINDONESIA #promogojek #pastiadajalan #voucher #weekendvibes #zonauang #zonajajan,neutral
Thu May 29 14:18:38 +0000 2025,@napnapppppppppp aplikasi gojek pas lagi ngojek,neutral
Thu May 29 08:49:47 +0000 2025,[RESTOCK] VOUCHER PROMO PAKAI GORIDE DISKON 90% !! GO47PVTNX7UF GORIDEAJA [CEPETAN REDEEM SEBELUM KEHABISAN] Redeem di aplikasi gojek atau bisa langsung klik link https://t.co/YxSBhCXdy5 https://t.co/aaAiNKRIJB,neutral
Thu May 29 06:34:34 +0000 2025,@maik91029288 @CutSarina5 Gojek yg namanya PT Aplikasi Karya Anak Bangsa lu pikir didirikan dimana? Di Singapur jg dodol.,neutral
Wed May 28 23:28:59 +0000 2025,@__PASMANTAP Sekalian aplikasi gojek nya di matiin aja biar pada nganggur dan biar ada konten baru,neutral
Wed May 28 16:40:21 +0000 2025,Ini aplikasi gojek kenapa dah?! @gojekindonesia https://t.co/eO3vUw84D4,neutral
Wed May 28 15:54:37 +0000 2025,beneran dosaa kasian ayahku sama mamaku mau ke gambir ditolak gocar 6x ada kayaknya tadi trus aku suruh cari gojek yg lagi berhenti deket daerah travel itu akhirnya ditembak 50k padahal di aplikasi 25k trs sendiri2 naik gojek motor untungnya ga hujan,negative
Wed May 28 13:21:11 +0000 2025,@piyesj jir samaaa. senen-tn abang pun chaos. sampe gue turun pesen gojek gada yg pickup2 mana buru2 ngejer jam krl untung bgt ada satpam baik nyariin gojek pinggir2 jalan yg mau ngangkut gue tanpa aplikasi HUHU,negative
Wed May 28 12:58:11 +0000 2025,Pagi tadi berangkat kerja pakai KRL di teruskan naik Gojek sampai kantor. Masyaallah di aplikasi bapaknya udah kerja 9 5 tahun. Lebih dari 27 ribu trip ditempuh sama beliau. Saya bertahan karena ngga punya pilihan lain juga bang cerita bapak dengan tetap tersenyum.,positive
Wed May 28 11:12:24 +0000 2025,Nunggu gojek hampir 1 jam menjelang sampai eh dicancel sama driver. Atau jangan2 gangguan aplikasi?,negative
Wed May 28 08:55:18 +0000 2025,Pelanggaran Batas Potongan Aplikasi Salah satu isu utama yang diangkat adalah dugaan pelanggaran terhadap Kepmenhub KP No. 1001 Tahun 2022 yang menetapkan batas maksimal potongan aplikasi sebesar 20 persen. #arahangin #tvri #ojol #driver #gojek #grab #aplikator https://t.co/m2SzesI9LG,neutral
Wed May 28 06:11:38 +0000 2025,Cara pakai: 1.Buka aplikasi Gojek 2.Masuk ke menu Promosi 3.Masukin kodenya 4.Klik Redeem dan promo langsung aktif! Buruan Klaim Kode Promonya!! keburu habis,neutral
Wed May 28 05:17:27 +0000 2025,Silahkan untuk REPOST POSTINGAN INI KE STORY IG lalu MENTION @bnifinance.id &amp; DM/Message kami: * Bukti Screenshot FOLLOW ALL SOSMED BNI FINANCE &amp; REPOST STORY IG * Nama Lengkap * No Telepon yg terdaftar pada aplikasi Gojek/OVO (Jangan lupa untuk memberikan keterangan OVO/GOPAY),neutral
Wed May 28 04:25:53 +0000 2025,@tlawodbs__ @gojekindonesia @gojekindonesia driver gojek lainnya udh bantuin buat lapor dan urus urus tp dri aplikasi gojeknya gada pilihan buat laporin sexual harassment,negative
Wed May 28 00:46:20 +0000 2025,Ini sekarang gojek kalau mau ngajuin keluhan ke mana ya? @gojekindonesia sosmednya udah ngga ngebalas keluhan soalnya mau ajuin tiket manual di aplikasi gojek harus ada transaksi dulu padahal aku udah topup gopay 150rb ga ada yang masuk ke wallet.,negative
Tue May 27 23:45:03 +0000 2025,@CommuterLine min cara top up KMT via aplikasi gojek tuh gimana ya? saya mau nyoba tp di gojek nya gada pilihan top up KMT,neutral
Tue May 27 22:41:14 +0000 2025,Dukung SMA Kolombo dalam School Creative Hub ya dan dapatkan voucher diskon menarik khusus daerah Jogja melalui aplikasi Gojek dengan gunakan kode promo SMAKOLOMBOJOG Khusus go-ride atau go-food ya dan berlaku hingga 30 Juni 2025 #gojek #kodepromo #schoolcreativehubgojek https://t.co/UJzcF07hPx,neutral
Tue May 27 15:19:49 +0000 2025,Alternatif Web Aplikasi Transportasi Gojek untuk Komunitas Lokal https://t.co/CqmozGSvx0,neutral
Tue May 27 12:34:01 +0000 2025,@ohaewow Ada yang namanya aplikasi Gojek.,neutral
Tue May 27 10:34:00 +0000 2025,@gojekindonesia @gopayindonesia Saldo saya kok ga nambah setelah top up ini ada riwayat transaksi nya loh nambah di aplikasi gojek nya tapi saldo ga nambah kasian kucing saya sampe kesel gini nungguin mau beli makan https://t.co/ozDijno4Jm,negative
Tue May 27 07:46:31 +0000 2025,beliin temen gue kue ulangtahun lewat gojek tp kelupaan pencet bayar pake gopay anjir mana abangnya gada chat apa apa samsek cuma sesuai aplikasi ya kak jadi temen gue bayar sendiri yaAllah ‍‍‍,neutral
Tue May 27 02:00:06 +0000 2025,@iamalordyeaa GoPay dan Go-Pay merujuk pada layanan dompet digital yang sama dari Gojek di Indonesia digunakan untuk transaksi di aplikasi Gojek dan merchant. Tidak ada perbedaan fungsional antara keduanya. Sumber resmi seperti situs Gojek dan GoPay selalu menggunakan GoPay tanpa tanda,neutral
Tue May 27 00:55:04 +0000 2025,fix apa gue apus aja ya aplikasi gojek itu demi kewarasan https://t.co/CgR1Hin8C1,negative
Mon May 26 19:12:43 +0000 2025,Drama malam ini - baru landing jam 9 malem langsung lembur deadline sampe jam 12 malem - naik bis terakhir dari bandara ke Depok - terdampar di Margonda gegara ga ada gojek yang mau nganter ke Tajurhalang - deal sama abang gojek di luar aplikasi harganya gua naikin https://t.co/pTpa2mvGVU,neutral
Mon May 26 14:26:56 +0000 2025,@undipmfs Iya gojek makin kesini makin kesana. Apa harus ganti aplikasi ya yg lebih ramah di kantong :(,negative
Mon May 26 14:01:28 +0000 2025,Halo gaisss ada yang mau barter kuisioner? kriteriaku pernah menggunakan aplikasi gojek. Kalau mau barter boleh rep atau DM langsung ya,neutral
Mon May 26 12:52:29 +0000 2025,@gofoodindonesia Hai @gofoodindonesia aku sudah buka Aplikasi Gojek dan Cek DiGoFood PESTA KULINER ‍️ jawabannya: Banting Harga Jadi didalamnya itu ada menu-menu best pilihan yang lagi banting harga dan wajib banget dicoba @whymeeast @haniyybisa @wida_nica93 #PestaKulinerGoFood ️ https://t.co/VekqrQbkcn,neutral
Mon May 26 07:59:40 +0000 2025,@3Le4N012 Itu krn kesalahan yg dibikin gojek sendiri tujuannya biar pada tau itu potongan isinya apa aja akhirnya diganti tuh bahasa yg tadinya gojek deposit jadi by layanan+aplikasi Akhirnya duarrrrr malah rancu,negative
Mon May 26 07:34:09 +0000 2025,@sunffleea pernah dimintai uang buat ongkos. ngakunya abis jalan dari RS sampai ke lokasi kami ketemu itu. lumayan jauh. terus karena kasian tapi mau jaga2 jadinya kutawari order gojek. alamat ibu mana? sambil buka aplikasi uang aja lah. yaudah.,neutral
Mon May 26 02:57:22 +0000 2025,selalu nyari excuses biar bisa kemana2 sendiri lebih milih naik gojek drpd dianter jemput sama aki skrg ak benci liat aplikasi gojek,negative
Mon May 26 01:25:20 +0000 2025,@strawberrieds Download aja aplikasi gopay nya. Bukan gojek nanti klik aja bagian promo game. Klaim2 dulu biasanya pengguna baru banyak tuh promonya,positive
Sun May 25 19:49:39 +0000 2025,Setelah ada gojek semua berubah. Gua pulang nyantai. Dari sekolah ke rumah cuma 12ribu (jaraknya sekitar 8 km). Sejak itu gua selalu pakai gojek dan gak pernah ganti ke aplikasi lain.,positive
Sun May 25 18:21:59 +0000 2025,terpaksa menggunakan grab ketika gojek lagi maintenance gojek menurut saya lebih bagus dari tampilan beda jauh grab nih lucu dan aneh bisa bisanya ada Ad app language udah diganti Indonesia masih ada englishnya aplikasi banyak kekurangannya nih grab menurutku,positive
Sun May 25 17:22:30 +0000 2025,Cara Atasi Kendala Top Up Pulsa Tri: 1. Cek saldo rekening &amp; pastikan cukup 2. Restart HP coba top up ulang 3. Coba top up di aplikasi berbeda (misal Gojek Dana atau Shopee) 4. Hubungi CS @3careindonesia melalui WA Semoga berhasil!,neutral
Sun May 25 14:21:58 +0000 2025,@ardisatriawan Gimana kalau ada BUMN yg bikin aplikasi kayak Gojek atau Grab. BUMN tsb gak usah cari keuntungan banyak yang penting bisa kasih pekerjaan warganya sebagai driver ojol dgn ketentuan yg manusiawi dan menguntungkan driver.,neutral
Sun May 25 12:11:56 +0000 2025,Ada apakah dengan aplikasi gojek di jam 23.30 sampai di jam 05.30,neutral
Sun May 25 08:46:47 +0000 2025,dikira bikin aplikasi ojek sesimple jadi doang anying ? belum maintenance server belum bayar API google maps belum lagi server harus jalan 24/7 mana mau bikin tanpa potongan lagi. makanya kan gojek keuangannya minus mulu karna banyak pengeluaran tpi sering didemo kasian wkwk https://t.co/cTii5jcNE6,neutral
Sun May 25 05:21:41 +0000 2025,Kalau driver Bluebird yang juga menggunakan aplikasi itu statusnya karyawan kenapa driver Gojek dan Grab statusnya mitra?,neutral
Sun May 25 00:34:51 +0000 2025,1. hampir naik eskalator turun di LRT 2. tapcash ilang ga nyadar 3. nyasar cari pintu keluar malah balik ke pintu masuk 4. malah mau naik gojek punya orang 5. mau aja lg dianterin gojek tanpa aplikasi untung ga diculik.. sumpah kyknya gua gabisa pergi sendiri untuk sementara,neutral
Sun May 25 00:10:41 +0000 2025,@Pip1902 @papanberjalan Adegan berbahaya aplikasi gojek backend nya ...ahh,negative
Sat May 24 19:03:08 +0000 2025,@masbuled Naik krl bisa pake emoney dr bank mandiri brizi dr BRI tapcash dari BNI flazz dari BCA. Dan juga bisa pake aplikasi gojek namanya Go-Transit. Fitur go transit akan muncul apabila ada di area yg ada stasiun KRL. Klo msh di Karawang ga ada. Tp lbh enak pake kartu emoney sih,neutral
Sat May 24 15:49:23 +0000 2025,@kompascom Seharusnya ini masalah internal bisnis karena ojek itu mitra dari aplikasi gojek bmc nya gitu wkwkwk. Meminta pemerintah intervensi karena rakyat kecil seharusnya bisa di sampaikan secara internal karena gojek itu bisnis sektor swasta.,neutral
Sat May 24 14:27:06 +0000 2025,Wahai Driver Ojol Grab dan Gojek di Seluruh RI Ada Kabar Baik Buat Anda Semua Wajib Tahu Simak! Sumber: - https://t.co/MVKEFvSo99 https://t.co/8TLcDxx5Xy Dibagikan melalui Aplikasi Google,neutral
Sat May 24 10:26:52 +0000 2025,@__MRaZ @gojekindonesia Kasih feedback langsung di aplikasi buruk/kurang baik &gt;&gt; penjemputan terlalu jauh.,negative
Sat May 24 09:05:45 +0000 2025,@hoonieeaJJ Selamat sore QRIS Tap saat ini belum bisa digunakan sebagai tiket commuter line ya kak alternatif bisa unduh aplikasi c-acces/access by KAI/Gojek (Gotransit) untuk pembelian tiket via scan QR code ya tks.,neutral
Sat May 24 05:26:19 +0000 2025,ok but aplikasi gojek masuk di dynamic island sangat ngebantu,positive
Sat May 24 02:18:18 +0000 2025,Mau makan enak dan murah? GoFood solusinya Buruan cek aplikasi gojek kalian sekarang dan borong pas tanggal 26 Mei jam 8 pagi 2 siang dan 8 malam! Diskon up to 70% loh . Tunggu apalagi? Cek buruan menu favorit kalian sekarang! Karena gofood lagi ngadain Brand Day. #brandday https://t.co/cQz5ZWKoA2,neutral
Sat May 24 00:27:21 +0000 2025,@MRifaiTamam @kompascom Cara nya adalah user aplikasi itu harus berkurang drastis klo perlu ga ada yg pake lagi atau muncul aplikasi bru yg smua driver pindah kesitu yg ngebuat user app grab/gojek hilang. Pasti ntar d turunin entah promo entah % ptongan berkurang.. Tp itu ga akn mgkin atau susah,neutral
Fri May 23 04:14:06 +0000 2025,@tunaable Kalo dari cisauk mau gojek/gocar juga sabi andaikan antrian intermoda bis terlalu DUAR DUARR. Jaraknya gak nyampe 7km kalo di map. Masih terjangkau laa (tetep dari aplikasi yaa kalo langsung ntar digetok),positive
Fri May 23 04:13:06 +0000 2025,udh lama ga pake gojek trs td kaget pas mau mesen malah keluar kode bukan lgsg dpet drivernya ini w suru nyamperin drivermya?? aplikasi kocak,negative
Fri May 23 02:03:59 +0000 2025,@DharmaZyn @solehudien30 @kompascom Kalau jawaban saya mungkin karena promo yang dilempar belum lagi potongan. saya kalau pakai gojek itu bayarnya cash nah kadang ada promo gitu dan biaya menjalankan server aplikasi itu gak murah ~,neutral
Fri May 23 00:47:07 +0000 2025,@OH_hhhayou @tsaaaahhhhh @zeexcellent aku tadi coba bisa ka download aplikasi gopay (bukan gojek) klo blm punya,neutral
Thu May 22 16:58:00 +0000 2025,@vic_hasiholan @PerkututPutih @kompascom ya kan tinggal mereka keluar dan bikin aplikasi sendiri kenapa masih ada di gojek atau grab kalo merasa mampu bikinlah jangan omdo doang,neutral
Thu May 22 16:37:56 +0000 2025,@NenkMonica Dari pada 217 T kebanyakan jd nasi basi mending bikin aplikasi spt gojek yg dikelola oleh pemerintah biar orangtuanya dpt duit utk anak2nya bisa makan bergizi sekeluarga drpd aplikator swasta meres keringat rakyat dgn potongan gila2an ditambah banyaknya phk dan pengangguran.,neutral
Thu May 22 15:53:29 +0000 2025,@kompascom Susah sistem nya sih.. Ojol nyerap bnyak tenaga kerja tp mreka adalah perushaan aplikasi bukan transportasi.. Mreka bkan mempekerjakan ojol tp anggap driver sbgai mitra yg pake app mreka shingga bukan karyawan gojek/grab tp mitra.. Susah nya disana.. ga akan bs slesai.....,neutral
