full_text,preprocessed,label
Bingung mau pulang tapi duitnya pas-pasan? Mama dirumah udah kangen banget tapi kamu gabisa pulang. GORIDE solusinya masukin kode promo GOSTASIUN atau kode GOECOFAIR di aplikasi gojek langsung bisa pulang pergi ke rumah tanpa mikir duit habis. #GSKSOLO2025 @gojekindonesia https://t.co/6kmMP8JqKF,bingung mau pulang duit paspasan mama rumah udah kangen banget kamu gabisa pulang goride solusi masukin kode promo gostasiun kode goecofair aplikasi gojek langsung pulang pergi rumah mikir duit habis,netral
Mau ikut irit juga? Daftar dulu pake kode GOKIHMSI terus subscribe GoJek Plus langsung di aplikasi. @gojekindonesia https://t.co/auG3jScwHh,mau ikut irit daftar dulu pake kode gokihmsi terus subscribe gojek plus langsung aplikasi,netral
jujur ya pengen ngelaporin gojek yg motornya ga sesuai di aplikasi pesen yg xl datengnya yg mini mini sebenernya kasihan si tp dengan perjalanan jauh dan pantatku yg gede ini sungguh tidak nyaman ,jujur ken ngelaporin gojek motor sesuai aplikasi sen datengnya mini mini sebenernya kasihan jalan jauh pantat gede sungguh nyaman,netral
Kapan lagi pake aplikasi Gojek bakal dapetin hadiah menarik! Semakin sering pake PASTIADAJALAN semakin besar peluang menangnya Jangan sampe ketinggalan yaa teman-teman! @gojek_smg @gojekindonesia #GSKSMG2025 https://t.co/lqLHY9peG3,kapan pake aplikasi gojek bakal dapetin hadiah tarik makin sering pake pastiadajalan makin besar peluang menang jangan sampe tinggal yaa temanteman,netral
Dapet penumpang ibu ibu marah sama gwe Mas saya panggilin juga di sebrang dari tadi Gue dengan lantam Bu saya jemput sesuai titik yang ibu taro yang kedua gausah dipanggil bu saya di dalem mobil kedap suaranya di aplikasi gojek ada fitur chat ,dapet tumpang ibu ibu marah sama gwe mas panggilin sebrang tadi gue lantam jemput sesuai titik ibu taro dua gausah panggil dalem mobil kedap suara aplikasi gojek fitur chat,netral
HAAHH!!!?! kapan lagi setiap pake aplikasi Gojek bakal dapet hadiah menarik!!! Jangan lupa dipake guys kode promo PASTIADAJALAN yaa temen temen siapa tau kalian salah satu yang bakal dapetin hadiah hadiah menariknya! @gojek_smg @gojekindonesia #GSKSMG2025 https://t.co/DwZJ3jD7dK,haahh kapan pake aplikasi gojek bakal dapet hadiah tarik jangan lupa dipake guys kode promo pastiadajalan yaa temen temen siapa tau kalian salah satu bakal dapetin hadiah hadiah tarik,netral
Naik gojek kok motornya beda sama yg di aplikasi kutanya katanya habis ilang pas lagi nunggu antrian go food. Ya Allah orang2 ini kok tega banget ya ,naik gojek kok motor beda sama aplikasi kuta kata habis ilang pas nunggu antri food allah orang kok tega banget,netral
kenapa ya kalo gue lagi jadwalnya ke toko pasti yang belanja minta pesenin grab/gojek?? berguna sekali nih aplikasi di hp gue akwoowkwom,kalo gue jadwal toko belanja minta senin grabgojek guna sekali nih aplikasi gue akwoowkwom,netral
Priti kau nggak tau kah ada aplikasi namanya Gojek? Naik gojek aja kau ngapain minta nebeng sama Harry? Mau kupesankan biar bisa pulang langsung?,prit kau tau aplikasi nama gojek naik gojek aja kau ngapain minta nebeng sama harry mau pesan biar pulang langsung,netral
@r_aaaaaaa_ @infomalang lha biasane ketok staff e ojol disana jg kok grab / gojek gt kdg nawarin promo aplikasi ke penumpang,lha biasane ketok staff ojol sana kok grab gojek kdg nawarin promo aplikasi tumpang,netral
ada yg pernah pengalaman gini gk? gue gk pernah pinjol punya aplikasi nya aja engga. tiba2 di chat gini pas gue tanya dia bilang dari gojek gue bingung njir. tapi bukti ktp sama foto ada????? ktp gue pernah ilang tahun lalu yg sekarang itu ktp baru bisa dipake emang? https://t.co/2MZQOqSyOY,pernah alam gin gue pernah pinjol punya aplikasi nya aja engga tiba chat gin pas gue tanya bilang gojek gue bingung njir bukti ktp sama foto ktp gue pernah ilang tahun lalu sekarang ktp baru dipake emang,negatif
@KompasTV Lihat dong dilapangan... Jangan hanya duduk manis dikantor. Ngk kebayang tiba2 aplikasi gojek dan grab gangguan aplikasi seminggu bisa2 krismon 98,lihat dong lapang jangan duduk manis kantor ngk bayang tiba aplikasi gojek grab ganggu aplikasi minggu krismon,netral
guys klen klo dapet voc gojek apa gocar yg smpe cmn bayar under 10k tuh pas bayarnya cash sesuai aplikasi ato dibuletin 10k? soalnya aku pernah dpt diskon cmn bayar 3k doang tp ak sungkan jirr dan waktu itu gopayku gada saldooo plsss masukannya,guys klen klo dapet voc gojek apa gocar smpe cmn bayar under tuh pas bayar cash sesuai aplikasi ato buletin soal aku pernah dpt diskon cmn bayar doang sungkan jirr waktu gopayku gada saldooo plsss masuk,netral
@anak_sayan92001 @GiveRep @cro_aggregator aplikasi ijo itu grab ya apa gojek? ,aplikasi ijo grab apa gojek,netral
udah banyak kok ini. tinggal ketik di WA: mas tolong bikinkan aplikasi kayak traveloka/gojek ,udah banyak kok tinggal ketik mas bikin aplikasi kayak travelokagojek,netral
Awalnya @gojekindonesia itu berdiri sebagai APLIKASI KARYA ANAK BANGSA yg utamanya MEMBANTU anak bangsa utk berkarya dng menjadi mitra mobile yg menjelajahi area yg luas hingga ojek konvensional pun perlahan tergerus. Tapi sekarang...?? #DriveRaja #ceritaojol #gojek https://t.co/4FlEskK09N,awal diri aplikasi karya anak bangsa utama bantu anak bangsa utk karya dng jadi mitra mobile jajah area luas hingga ojek konvensional perlahan gerus sekarang,netral
@Ndons_Back @prabowo @are_inismyname @florieliciouss @BANGSAygSUJUD @99propaganda @Kimberley_PS08 @DarekaRendy @bengkeldodo https://t.co/DeM8QUtZm6 Dapet 300rb sekali atau bbrp kali habis itu apa? ini ga nylesein akar masalah. Masalahnya adalah iklim ekonomi yg ga sehat dan pengusaha yg ga teregulasi! bayangin seorang gojek dipotong penghasilannya 20-50% oleh aplikasi. Pemerintah gaada solusi!,dapet sekali bbrp kali habis apa nylesein akar masalah masalah iklim ekonomi sehat usaha regulasi bayangin orang gojek potong hasil aplikasi perintah gaada solusi,netral
@hxxguu_ @Guesswuiam @storeby_ilza @Helidunn @jakeone02 @Dewtrails @boywobd92413 Aku samsung 2018 sudah gak bisa bang. Lemot ampun. Kamera menurun cuma bisa whatsapp &amp; youtube itu pun nge lag. Mau download aplikasi macam shopee gojek gabisa karna ram nya kecil :( jaman sekrng paling gak kudu up hp tiap 3-4 tahun. Apalagi aplikasi makin kesini makin besar,aku samsung gak bang lot ampun kamera turun cuma whatsapp amp youtube nge lag mau download aplikasi macam shopee gojek gabisa karna ram nya kecil jaman sekrng paling gak kudu tiap tahun aplikasi makin kesini makin besar,netral
@_kijang1_ @discountfess Kalo gitu malah gada bedanya dari opang. Saya banyak bicara dengan para mitra dari gojek dan grab memang potongan aplikasi &gt;50% Kalau begitu customer tetap punya kewajiban ngasih lebih?,kalo gitu malah gada beda opang banyak bicara mitra gojek grab memang potong aplikasi kalau customer tetap punya wajib ngasih lebih,netral
aplikasi yang harus diinstall sebelum pergi: 1. gojek 2. grab 3. maxim,aplikasi diinstall pergi gojek grab maxim,netral
@ARSIPAJA mau bikin aplikasi gojek (gofood dan goride exclude payment)? oke gw siapin server database domain API hingga aplikasi mobile cross platform setup google maps API website customer dan backoffice. Pokoknya terima beres satu hari jadi wow secepat itu? memang secepat itu,mau bikin aplikasi gojek gofood goride exclude payment oke siapin server database domain api hingga aplikasi mobile cross platform setup google maps api website customer backoffice pokok terima beres satu hari jadi wow cepat memang cepat,positif
Tiba-tiba logout sendiri dari aplikasi gojek dan gak bisa login karena technical issue. Ada yang mengalami juga gaaak? @gojekindonesia https://t.co/OO5AS7EaZQ,tibatiba logout sendiri aplikasi gojek gak login technical issue alami gaaak,netral
@saltedeggramen Ga bisa kak ini aku 3 hari ga bisa samsek. Yaaa emang jgn bergantung ke satu pemasukan aja makanya skrg byk driver yg join minimal 2 aplikasi misal shope sama gojek gitu.,kak aku hari samsek yaaa emang jgn gantung satu pasu aja makanya skrg byk driver join minimal aplikasi misal shope sama gojek gitu,netral
@HachijouJoestar Selamat pagi Kak. Perjalanan KRL bisa langsung menggunakan KMT (Kartu Multi Trip) kartu uang elektronik bank (E-Money Brizzi Tapcash Flazz) atau aplikasi Gojek pada menu Gotransit ya Kak. Informasi lebih lanjut Kakak dapat menghubungi twitter @Commuterline sebagai,selamat pagi kak jalan krl langsung guna kmt kartu multi trip kartu uang elektronik bank emoney brizzi tapcash flazz aplikasi gojek menu gotransit kak informasi lebih lanjut kakak hubung twitter,negatif
@biem7 @discountfess Hangry asuu emang promonya di shopee ugal2an aplikasi lain juga terdampak,hangry asuu emang promonya shopee ugalan aplikasi dampak,netral
@tamagopuyuh @yungjukn aku nyari dimsum mentai bukan di gojek/grab tapi di search bar buat nyari aplikasi,aku nyari dimsum mentai bukan gojekgrab search bar buat nyari aplikasi,netral
@apakabarb @owl555lwo @discountfess Shopee gak kaya grab atau gojek. Emang gitu aplikasi aneh dia mah. Yg lama resto yg kena susp driver,shopee gak kaya grab gojek emang gitu aplikasi aneh mah lama resto kena susp driver,negatif
@BaseBDG Jaman kerja di daerah Cibiru sana saya sampe punya tukang gojek langganan. Jd sering minta dianter dr kantor ke rumah di luar aplikasi tarifnya samain kayak di aplikasi. Sebenernya bisa pake ojek langganan dari opang tp ya males kelakuannya gitu.,jaman kerja daerah cibiru sana sampe punya tukang gojek langgan sering minta anter kantor rumah luar aplikasi tarif samain kayak aplikasi sebenernya pake ojek langgan opang males laku gitu,netral
Hallo gyuss Aku salah satu pengguna gojek hemat yang pastinya memudahkan dalm kegiatan sehari-hari yukk kalian juga cobain promonya di aplikasi gojek @gojek_bandung #GSKBANDUNG https://t.co/dDObn60s4J,hallo gyuss aku salah satu guna gojek hemat pasti mudah dalm giat seharihari yukk kalian cobain promonya aplikasi gojek,netral
Cara ikutannya gampang banget‼️ 1. Buka aplikasi Gojek 2. Masuk ke bagian Promo 3. Masukkan kode GOFPS dulu setelah reedem kode GOFPS masukin kode promo PASTIADAJALAN Langsung validasi dan aktifin!,cara ikut gampang banget buka aplikasi gojek masuk bagi promo masuk kode gofps dulu reedem kode gofps masukin kode promo pastiadajalan langsung validasi aktifin,netral
@greenheroes27 @dptrilia @karamel1446728 Gojek gak pernah telepon masalah paylater. Notif aplikasi iya ada dan itu ada berhari hari sebelumnya sebelum deadline (tanggal 1) kalau gak salah tanggal 15 bulan sebelumnya sudah ada notif bayar. Dan itu bisa hampir setiap hari ada notif nya kalau kamu belum bayar tagihan.,gojek gak pernah telepon masalah paylater notif aplikasi iya hari hari belum deadline tanggal kalau gak salah tanggal bulan belum notif bayar hampir hari notif nya kalau kamu bayar tagih,netral
@gojek_bandung #GSKBANDUNGHiii Pengguna Aplikasi GOJEK ada kabar baik nih buat kalian. Saat ini GOJEK sedang mengadakan kompetisi #pastiadajalan https://t.co/CSZt7LPjIO,guna aplikasi gojek kabar baik nih buat kalian gojek sedang ada kompetisi,netral
Hi Pengguna Aplikasi GOJEK ada kabar baik nih buat kalian. Saat ini GOJEK sedang mengadakan kompetisi #pastiadajalan Mau ikut berburu hadiah jutaan rupiah? Caranya gampang banget cukup transaksi gojek kumpulkan poin dan jadi salah satu pemenangnya! #GojekBandung #GSKBANDUNG https://t.co/x3w3ODZzrR,guna aplikasi gojek kabar baik nih buat kalian gojek sedang ada kompetisi mau ikut buru hadiah juta rupiah cara gampang banget cukup transaksi gojek kumpul poin jadi salah satu menang,netral
 Gak ada yang susah kalau udah ada jalan apalagi #PASTIADAJALAN Tapi ingat ini promo terbatas. Jangan cuma scroll doang langsung eksekusi di aplikasi Gojek sekarang! #GojekPromo #CuanBersamaGojek,gak susah kalau udah jalan ingat promo batas jangan cuma scroll doang langsung eksekusi aplikasi gojek sekarang,netral
1. Buka Aplikasi Gojek dan pilih promo 2. ⁠Pilih Masukan kode promo 3. ⁠Masukan Kode GOFPS dan validasi kodenya kalau udh redeem kode GOFPS nya kamu bisa masukin promo PASTIADAJALAN ,buka aplikasi gojek pilih promo pilih masuk kode promo masuk kode gofps validasi kode kalau udh redeem kode gofps nya kamu masukin promo pastiadajalan,netral
 HI HI PENGGUNA APLIKASI GOJEK Ada kabar baik ni buat kalian GOJEK sedang adain kompetisi #pastiadajalan Ini bukan sekadar promo ini JALAN menuju kemenangan! https://t.co/8bzVcmbBDi,guna aplikasi gojek kabar baik buat kalian gojek sedang adain kompetisi bukan sekadar promo jalan tuju menang,netral
Setelah dua kode berhasil diredeem kamu resmi ikut promo dari Gojek. Tinggal tunggu hadiahnya bisa berupa saldo atau bahkan perangkat keren seperti iPad. Jangan tunggu lama-lama kuota promonya terbatas. Langsung coba sekarang juga di aplikasi Gojek,kode hasil diredeem kamu resmi ikut promo gojek tinggal tunggu hadiah upa saldo bahkan perangkat keren ipad jangan tunggu lamalama kuota promonya batas langsung coba sekarang aplikasi gojek,negatif
1. Buka Aplikasi Gojek dan pilih promo 2. ⁠Pilih Masukan kode promo 3. ⁠Masukan Kode GOFPS dan validasi kodenya kalau udh redeem kode GOFPS nya kamu bisa masukin promo PASTIADAJALAN ,buka aplikasi gojek pilih promo pilih masuk kode promo masuk kode gofps validasi kode kalau udh redeem kode gofps nya kamu masukin promo pastiadajalan,netral
 HI HI PENGGUNA APLIKASI GOJEK Ada kabar baik ni buat kalian GOJEK sedang adain kompetisi #pastiadajalan Ini bukan sekadar promo ini JALAN menuju kemenangan! https://t.co/iXCdXaImVq,guna aplikasi gojek kabar baik buat kalian gojek sedang adain kompetisi bukan sekadar promo jalan tuju menang,netral
Liat temen dapet iPhone dari Gojek kamu cuma dapet notif doang? Yuk masukin kode PASTIADAJALAN di aplikasi Gojek dan kumpulin poinnya! Hadiah jutaan nunggu kamu! #PastiAdaJalan Ayo daftarin dirimu di: https://t.co/qp7wtZdrVw https://t.co/yvS7mR9rLY,liat temen dapet iphone gojek kamu cuma dapet notif doang yuk masukin kode pastiadajalan aplikasi gojek kumpulin poin hadiah juta nunggu kamu ayo daftarin diri,netral
HAII GUYSSS SIAPA YG MAU HADIAH IPAD CUNGG!! ‍️‍️ aku ada info menarik nih kalian bisa dapetin hadiah bernilai JUTAAN RUPIAH dengan enroll kode PASTIADAJALAN di aplikasi Gojek dan share kode referal kalian sebanyak-banyaknya!! DAFTAR SEKARANG YUKK : https://t.co/VDNyvNwciX https://t.co/c1feprBU07,hai guysss siapa mau hadiah ipad cungg aku info tarik nih kalian dapetin hadiah nila juta rupiah enroll kode pastiadajalan aplikasi gojek share kode referal kalian sebanyakbanyaknya daftar sekarang yukk,netral
@gojekindonesia aneh banget ini aplikasi aku cuma mesen 1 kali gojek dah driver uda sampe ke titik tibatiba dapet telpon dari driver yang berbeda katanya uda sampe titik. Dengan book titik jemput dan tujuan yang sama kaya dipesanan pertama. Anehhh buat rugi gopay ku ajaaa,aneh banget aplikasi aku cuma mesen kali gojek dah driver uda sampe titik tibatiba dapet telpon driver beda kata uda sampe titik book titik jemput tuju sama kaya pesan pertama anehhh buat rugi gopay ajaaa,netral
Sudah hari ke 5 belum ada kejelasan pembelian kuota di aplikasi myim3 tang dibayarkan melalui gopay. CS gojek menyatakan transaksi sudah berhasil dan menyarankan ke merchant. @CareIM3 @indosat @SinhaVikram https://t.co/QtxByEURPa,hari jelas beli kuota aplikasi myim tang bayar lalu gopay gojek nyata transaksi hasil saran merchant,netral
VOUCHER PROMO PAKAI GORIDE DISKON 90% !! [RESTOCK] GO47PVTNX7UF GORIDEAJA [WAJIB REDEEM SEBELUM KEHABISAN] Redeem di aplikasi gojek atau bisa langsung klik link https://t.co/YxSBhCXLnD https://t.co/jU9m7S1XVr,voucher promo pakai goride diskon restock gopvtnxuf gorideaja wajib redeem habis redeem aplikasi gojek langsung klik link,netral
GORIDEAJA ON ‼️ DISKON GORIDE 90% 10RB input di aplikasi GOJEK https://t.co/xHW0mKxeTC,gorideaja diskon goride input aplikasi gojek,netral
@madkidn ini situasi nya mirip sama sopir angkot atau ojek pangkalan yg takut sama aplikasi gojek/grab,situasi nya mirip sama sopir angkot ojek pangkal takut sama aplikasi gojekgrab,netral
 Gojek x Sinology Teater Gunakan kode unik: *GODRAMAHC* Cara redeem: 1.Buka aplikasi Gojek 2.Masuk ke menu Promos 3.Masukkan kode: GODRAMAHC 4.Nikmati potongan spesialnya! #GojekxSinology #GODRAMAHC #gojek #vouchergojek #voucher https://t.co/Y8oF1izZtW,gojek sinology teater guna kode unik godramahc cara redeem buka aplikasi gojek masuk menu promos masuk kode godramahc nikmat potong spesial,netral
gojek bisa pesen 2 driver dlm satu aplikasi gk?,gojek sen driver dlm satu aplikasi,netral
@brontosaaurus @dickyssanjaya @efenerr Bukan gitu kak emang aku ga mau nambah aplikasi yg aku install aja. Buat ewallet aku udah merasa cukup shopeepay sama ovo. Karena ekosistem gopay apps lain kayak gojek aku ga pake. Jd aku males install banyak2 apps,bukan gitu kak emang aku mau nambah aplikasi aku install aja buat ewallet aku udah rasa cukup shopeepay sama ovo ekosistem gopay apps kayak gojek aku pake aku males install banyak apps,netral
@linebankid hai kak saya pesan gocar di aplikasi gojek 2 kali dg pembayaran online debit linebank. Yg pertama dibatalkan dari pihak gojek karena sistem yang error. Tapi kenapa di linebank transaksi tetap terhitung 2 kali ya? Saldo saya pun juga terpotong 2 kali bgmn ya kak?,hai kak pesan gocar aplikasi gojek kali bayar online debit linebank pertama batal pihak gojek sistem error linebank transaksi tetap hitung kali saldo potong kali bgmn kak,netral
@gojekindonesia halo kak saya pesan gocar di aplikasi 2 kali. Yg pertama dibatalkan dari pihak gojek karena sistem yang error. Tapi kenapa transaksi tetap terhitung 2 kali ya? Saldo saya pun juga terpotong 2 kali. Please sistemnya diperbaiki ini kejadian bkn yg pertama kalinya,halo kak pesan gocar aplikasi kali pertama batal pihak gojek sistem error transaksi tetap hitung kali saldo potong kali please sistem baik jadi bkn pertama kali,netral
@crynptr02 Selamat pagi Kak. Metode pembayaran tersebut saat ini belum bisa digunakan sebagai tiket commuter line ya Kak alternatif bisa menggunakan aplikasi C-acces/Access by KAI/Gojek (Gotransit) untuk pembelian tiket via scan QR code ya tks.,selamat pagi kak metode bayar sebut guna tiket commuter line kak alternatif guna aplikasi caccesaccess kaigojek gotransit beli tiket via scan code tks,negatif
 Gojek x Sinology Teater Gunakan kode unik: *GODRAMAHC* Cara redeem: 1.Buka aplikasi Gojek 2.Masuk ke menu Promos 3.Masukkan kode: GODRAMAHC 4.Nikmati potongan spesialnya! #GojekxSinology #GODRAMAHC https://t.co/HbAH09sOZm,gojek sinology teater guna kode unik godramahc cara redeem buka aplikasi gojek masuk menu promos masuk kode godramahc nikmat potong spesial,netral
-11fess Cara redeem: 1.Buka aplikasi Gojek 2.Masuk ke menu Promos 3.Masukkan kode: GODRAMAHC 4.Nikmati potongan spesialnya!,fess cara redeem buka aplikasi gojek masuk menu promos masuk kode godramahc nikmat potong spesial,netral
ogut rasa2 PROVIDER OL spt GOJEK GRAB dkk mengarah ke #LintahDaratOnline. mrk bebankn user dg JASA PELAYANAN juga mrk seenak k*****nya bebankn JASA APLIKASI kpd kustomer. Padahal itu adalah core tool milik mrk. No APPS NO BUSINESS! .. zu fortsetzen ..,ogut rasa provider spt gojek grab dkk arah mrk bebankn user jasa layan mrk enak knya bebankn jasa aplikasi kpd kustomer padahal core tool milik mrk apps business fortsetzen,netral
emg ratingnya jelek sih 4.4 mana bawa2 aplikasi ojol lain dia blg yang lain jg sering aja minta naikkan DIH DIKIRA AKU BARU PERTAMA KAH PAKE GRAB GOJEK MAXIM GITU emg sifatmu aja yg jelek Arman!,emg ratingnya jelek sih mana bawa aplikasi ojol blg sering aja minta naik dih kira aku baru pertama pake grab gojek maxim gitu emg sifat aja jelek arman,negatif
@unsoedmfs Bantu jawab ya nder di aplikasi gojek/grab untuk uang parkir sudah di tambahkan otomatis saat order gacoan kalo sopi belum ada uang parkir dari aplikasinya,bantu jawab nder aplikasi gojekgrab uang parkir tambah otomatis order gaco kalo sopi uang parkir aplikasi,netral
baru kali ini ditolak driver gojek gara-gara dia ngambek sama aplikasi gojeknya. gue pesen gosend sore ini order langsung dapet. gue tungguin hampir 15 menit ga sampe-sampe. gue chat abangnya lama dibales. dibalesnya pake vn intinya dia ngambek sama gojek krn dapet 2 orderan ,baru kali tolak driver gojek garagara ngambek sama aplikasi gojek gue sen gosend sore order langsung dapet gue tungguin hampir menit sampesampe gue chat abang lama dibales dibalesnya pake inti ngambek sama gojek krn dapet order,negatif
bener bener harus kuat kalau vote sebong. karena iklan yg di dapet itu kalau gak gojek grab fizzo ya pinjol.. mana kadang suka otomatis kebuka aplikasi nya,bener bener kuat kalau vote bong iklan dapet kalau gak gojek grab fizzo pinjol mana kadang suka otomatis buka aplikasi nya,netral
gara-gara hujan tp pengen makan akhirnya gofood aja pake promo buat gofood. jadi ngga boros juga krn dapet diskon dari GOTEDXPU sama pake PASTIADAJALAN di aplikasi Gojek. and finally bisa lanjut nugas yg numpuk itu... https://t.co/nS2m1u2Zje,garagara hujan ken makan akhir gofood aja pake promo buat gofood jadi ngga boros krn dapet diskon gotedxpu sama pake pastiadajalan aplikasi gojek and finally lanjut nugas numpuk,netral
Kalau orang tua kamu udah berangkat Ibadah Haji tetep bisa kok dibeliin paket TRI Ibadah. Di aplikasi Gojek paket roaming #TriLebihHematSinyalCepat ini lagi promo hemat sampai 50 ribu! Klik https://t.co/PwEkiml1Zy atau buka aplikasi Gojek-mu sekarang! #IniWaktunyaKita https://t.co/GW88wazmNf,kalau orang tua kamu udah berangkat ibadah haji tetep kok dibeliin paket tri ibadah aplikasi gojek paket roaming promo hemat ribu klik buka aplikasi gojek sekarang,positif
@gopayindonesia @gojekindonesia tolong dong ini begimana ceritanya di aplikasi gopay saldo ada masuk tapi di aplikasi gojek saldonye kagak masuk kagak ada??? Mau makan enii laper https://t.co/dcWCcvXCOj,dong begimana cerita aplikasi gopay saldo masuk aplikasi gojek saldonye kagak masuk kagak mau makan enii laper,netral
yang mau cobain bisa langsung ke outlet Hangry atau order lewat aplikasi online gojek disini ⤵️ https://t.co/EE7GvGpQsE,mau cobain langsung outlet hangry order lewat aplikasi online gojek sini,netral
@ajudanmikey Selamat siang Kak. Guna kami lakukan pengecekan dan teruskan ke unit terkait mohon beritahu waktu (tanggal &amp; jam) kejadian dan nomor telepon akun aplikasi Gojek tersebut. Tks.,selamat siang kak laku kece terus unit kait mohon beritahu waktu tanggal amp jam jadi nomor telepon akun aplikasi gojek sebut tks,negatif
PEREMPUAN HEBAT ITU BERNAMA Lutfy Azizah (Cerita dibalik Aplikasi Zendo gojek ala Muhammadiyah) Oleh: Dahlan Iskan Jumat 30-05-2025 (Lutfy Azizah foto bersama Keluarga Zendo Tulungagung) Muhammadiyah punya Zendo. Sudah beroperasi di 27 kota/kabupaten. Tanggal 1 Juni besok https://t.co/8LcJDx70jl,perempuan hebat nama lutfy azizah cerita balik aplikasi zendo gojek ala muhammadiyah dahlan iskan jumat lutfy azizah foto sama keluarga zendo tulungagung muhammadiyah punya zendo operasi kotakabupaten tanggal juni besok,netral
lagi buru-buru pas mau pulkam? tenang #PASTIADAJALAN bareng GoRide bisa dapet diskon s.d. 30ribu pake kode promo GOSTASIUN di aplikasi Gojek jangan lupa juga pake kode referal GOECOFAIR promonya lumayan banget buat anak kost kayak aku #GSKSOLO2025 @gojekindonesia https://t.co/5mlsLlqW5h,buruburu pas mau pulkam tenang bareng goride dapet diskon ribu pake kode promo gostasiun aplikasi gojek jangan lupa pake kode referal goecofair promonya lumayan banget buat anak kost kayak aku,netral
akhirnya coba pesen lagi berharap dapet driver yang beda tapi ternyata driver itu lagi. tanpa babibu langsung aku batalin dan download aplikasi gojek,akhir coba sen harap dapet driver beda nyata driver babibu langsung aku batalin download aplikasi gojek,netral
@polisiidol2nd gopub diresmikan pada tanggal 1 April 2015 sebagai layanan pesan antar makanan dan marketplace makanan berbasis aplikasi yang diintegrasikan dengan aplikasi Gojek.,gopub resmi tanggal april layan pesan antar makan marketplace makan bas aplikasi integrasi aplikasi gojek,netral
mw makan tapi mager banget. untungnya #PASTIADAJALAN untuk gofood. jadi ngga boros juga krn dapet diskon pake kode promo PASTIADAJALAN lalu pake kode GOECOFAIR di aplikasi Gojek. Perut dan kantong aman deh. #GSKSOLO2025 @gojek_soloraya https://t.co/OID5Had7ve,makan mager banget untung gofood jadi ngga boros krn dapet diskon pake kode promo pastiadajalan lalu pake kode goecofair aplikasi gojek perut kantong aman deh,netral
@yuneatskids ternyata cuman di aplikasi gojek...,nyata cuman aplikasi gojek,netral
Mau vidcall atau telpon keluarga kapan aja selama Ibadah Haji pasti lancar kalau ditemenin paket TRI Ibadah. Karena #TriLebihHematSinyalCepat beneran bisa bikin ibadah kamu makin tenang karena bisa terus berkabar dengan keluarga di rumah. Beli paketnya melalui aplikasi Gojek https://t.co/G2wJ2jqpd7,mau vidcall telpon keluarga kapan aja lama ibadah haji lancar kalau ditemenin paket tri ibadah beneran bikin ibadah kamu makin tenang terus kabar keluarga rumah beli paket lalu aplikasi gojek,positif
Tolong dong gojek cantumkan harga yg pantas di aplikasi. Supaya ga ada driver yg beralasan lg kalau harga di aplikasi itu salah dan minta uang lebih. Karna jarak jauh jg bilang ga ada uang utk bensin. Asli mau bgt ngelaporin. Tp ga tega liat bacaan bakal sampai putus mitra,dong gojek cantum harga pantas aplikasi driver alas kalau harga aplikasi salah minta uang lebih karna jarak jauh bilang uang utk bensin asli mau bgt ngelaporin tega liat baca bakal putus mitra,netral
@Magdharegaaa Agak repot dikit sih soalnya aku harus buka aplikasi gojek terus milih menunya yang apa. Kalo gak salah suka chocolate cookies smoothies / sunday chocolate ya(?) Terus harus nyantumin nomor WA-nya incess yang kayaknya udah ganti biar drivernya bisa hubungin kalo nyasar. Hehe,repot dikit sih soal aku buka aplikasi gojek terus milih menu apa kalo gak salah suka chocolate cookies smoothies sunday chocolate terus nyantumin nomor wanya incess kayak udah ganti biar drivernya hubungin kalo nyasar hehe,netral
eh kok perasaan harga es krim mixue naik harga ya?? perasaan dulu sekitar 16rb sekarang jdi 22rb utk sundae nya apa cmn di aplikasi gojek ?,kok asa harga krim mixue naik harga asa dulu sekarang jdi utk sundae nya apa cmn aplikasi gojek,netral
Kabar gembira buat yang punya aplikasi gojek nih!!! ada promo seru buat kalian caranya: 1. ketik kode HWJELISYAMLG 2. klaim kode PASTIADAJALAN dapetin promo seru yang DAR DER DOR #GOJEKINDONESIA #promogojek #pastiadajalan #voucher #weekendvibes #zonauang #zonajajan,kabar gembira buat punya aplikasi gojek nih promo seru buat kalian cara ketik kode hwjelisyamlg klaim kode pastiadajalan dapetin promo seru dar der dor,netral
@napnapppppppppp aplikasi gojek pas lagi ngojek,aplikasi gojek pas ngojek,netral
[RESTOCK] VOUCHER PROMO PAKAI GORIDE DISKON 90% !! GO47PVTNX7UF GORIDEAJA [CEPETAN REDEEM SEBELUM KEHABISAN] Redeem di aplikasi gojek atau bisa langsung klik link https://t.co/YxSBhCXdy5 https://t.co/aaAiNKRIJB,restock voucher promo pakai goride diskon gopvtnxuf gorideaja cepetan redeem habis redeem aplikasi gojek langsung klik link,netral
@maik91029288 @CutSarina5 Gojek yg namanya PT Aplikasi Karya Anak Bangsa lu pikir didirikan dimana? Di Singapur jg dodol.,gojek nama aplikasi karya anak bangsa pikir diri singapur dodol,netral
@__PASMANTAP Sekalian aplikasi gojek nya di matiin aja biar pada nganggur dan biar ada konten baru,sekali aplikasi gojek nya matiin aja biar nganggur biar konten baru,positif
Ini aplikasi gojek kenapa dah?! @gojekindonesia https://t.co/eO3vUw84D4,aplikasi gojek dah,netral
